time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust_buy,trust,keyman,foreign_buy,foreign,dealer_buy,dealer,volumn,MA5,MA10,financing,financing_error,tomorrow,percentage
2021/1/18,15676.45,15676.45,15320.97,15612,15602.54,15410.62,14234.25,13522.25,16048.36,14954.96,13861.57,0,-2785,12148,-16,36809,-1,-3203,3188.11,3837.59,3780.58,1962,8,15877.37,-0.000281115
2021/1/19,15716.64,15928.14,15716.64,15877.37,15671.59,15483.18,14285.9,13560.06,16160.26,15029.58,13898.91,8,-2777,12216,66,36875,26,-3177,3223.22,3733.47,3752.82,1980,18,15806.18,0.016997822
2021/1/20,15934.85,16004.32,15745.48,15806.18,15738.63,15554,14337.93,13598.29,16218.85,15111.02,14003.19,6,-2771,11947,-215,36660,-58,-3235,4286.79,3830.89,3742.84,1932,-48,16153.77,-0.00448374
2021/1/21,15775.73,16238.46,15775.73,16153.77,15821.06,15632.53,14391.96,13637.75,16325.5,15207.55,14089.61,-8,-2779,11991,21,36681,21,-3214,3635.5,3753.88,3763.96,1947,15,16019.03,0.021990766
2021/1/22,15984.89,16138.04,15973.02,16019.03,15890.29,15704.57,14445.63,13677.27,16380.45,15294.49,14208.53,25,-2754,11708,-343,36338,12,-3202,4134.3,3693.58,3776.55,1978,31,15946.54,-0.008341087
2021/1/25,16006.21,16014.96,15772.63,15946.54,15905.22,15746.48,14494.46,13714.59,16401.28,15375.25,14349.21,42,-2712,11574,-210,36128,14,-3188,3588.29,3773.62,3805.6,1996,18,15658.85,-0.004525243
2021/1/26,15955.16,16023.87,15589.21,15658.85,15872.41,15757.45,14537.49,13749.17,16380.51,15434.04,14487.56,4,-2708,11301,-289,35839,-68,-3256,3658.33,3860.64,3797.05,1982,-14,15701.45,-0.018040904
2021/1/27,15711.76,15837.47,15642.12,15701.45,15822.67,15751.22,14576.36,13781.8,16338.07,15495.51,14652.94,-4,-2712,11264,-53,35786,0,-3256,3113.88,3626.06,3728.48,2010,28,15415.88,0.002720506
2021/1/28,15519.85,15557.02,15367.45,15415.88,15703.46,15699.19,14605.5,13809.63,16290.45,15531.92,14773.38,15,-2697,10953,-325,35461,-20,-3276,3688.84,3636.73,3695.3,2003,-7,15138.31,-0.018187492
2021/1/29,15544.36,15603.41,15138.31,15138.31,15587.67,15636.81,14630.11,13835.19,16242.79,15552.2,14861.62,2,-2695,10658,-347,35114,-40,-3316,3629.38,3535.74,3614.66,1982,-21,15410.09,-0.018005459
2021/2/1,15176.56,15429.98,15089.96,15410.09,15484,15571.32,14651.31,13859.01,16205.16,15577.61,14950.05,-4,-2699,10823,146,35260,6,-3310,2776.85,3373.46,3573.54,1964,-18,15760.05,0.017953127
2021/2/2,15546.69,15838.15,15546.69,15760.05,15546.96,15589.79,14684.8,13888.99,16188.31,15615.61,15042.91,8,-2691,10959,93,35353,-3,-3313,3117.87,3265.36,3563,1948,-16,15771.32,0.022709796
2021/2/3,15828.64,15896.4,15741.16,15771.32,15634.44,15629.72,14721.68,13920.74,16151.62,15655.02,15158.41,0,-2691,11011,-4,35349,3,-3310,2938.92,3230.37,3428.22,1945,-3,15706.22,0.000715099
2021/2/4,15697.75,15801.37,15606.74,15706.22,15657.3,15643.04,14753.85,13950.2,16133.3,15679.63,15225.96,3,-2688,10993,-117,35232,0,-3310,2562.97,3005.2,3320.96,1934,-11,15802.4,-0.004127746
2021/2/5,15805.76,15938.09,15774.34,15802.4,15714.91,15677.06,14789.14,13981.27,16141.95,15696.55,15251.15,6,-2682,11040,-56,35176,29,-3281,2869.64,2853.25,3194.5,1897,-37,16362.29,0.006123689
2021/2/17,16197.45,16406.78,16197.45,16362.29,15906.94,15788.69,14838.38,14019.45,16262.79,15736.8,15210.81,7,-2675,11387,297,35473,70,-3211,4230.8,3144.04,3258.75,1930,33,16424.51,0.035430694
2021/2/18,16366.23,16517.73,16323.22,16424.51,16073.93,15901.28,14889.84,14058.93,16375.93,15782.99,15190.06,5,-2670,11432,-32,35441,19,-3192,3689.99,3258.46,3261.91,1964,34,16341.38,0.003802646
2021/2/19,16376.91,16382.7,16211.25,16341.38,16158.64,15978.87,14937,14096.43,16452.37,15811.56,15170.75,-2,-2672,11314,-189,35252,9,-3183,3531.41,3376.96,3303.67,1997,33,16410.16,-0.005061338
2021/2/22,16445.87,16579.17,16410.16,16410.16,16259.54,16066.59,14986.97,14135.52,16536.04,15846.71,15157.38,6,-2666,11229,-29,35223,-13,-3196,3577.15,3579.8,3292.5,2030,33,16443.4,0.004208947
2021/2/23,16320.88,16467.75,16211.75,16443.4,16293.34,16120.11,15032.02,14172.3,16615.34,15888.06,15160.78,7,-2659,11238,42,35265,-12,-3208,3733.02,3752.47,3302.86,2052,22,16212.53,0.002025574
2021/2/24,16329.54,16456.94,16212.53,16212.53,16296.52,16153.34,15073.69,14207.52,16646.88,15918.09,15189.29,6,-2653,10993,-239,35026,-86,-3294,4030.9,3712.49,3428.27,2051,-1,16452.18,-0.014040284
2021/2/25,16376.8,16474.05,16322.27,16452.18,16333.12,16199.34,15117.38,14243.86,16711.39,15946.83,15182.26,-14,-2667,11164,231,35257,-12,-3306,3556.81,3685.86,3472.16,2076,25,15953.8,0.014781777
2021/2/26,16190.04,16190.04,15953.8,15953.8,16246.06,16176.17,15148.68,14274.08,16716.04,15954.21,15192.37,16,-2651,10327,-944,34313,-81,-3387,4529.36,3885.45,3631.2,2092,16,15946.88,-0.030292642
2021/3/2,16127.87,16262.91,15946.88,15946.88,16187.75,16157.08,15178.92,14303.78,16700.18,15943.86,15187.55,3,-2648,10255,-68,34245,-54,-3441,3408.53,3851.72,3715.76,2074,-18,16211.73,-0.000433752
2021/3/3,15992.32,16211.73,15884.55,16211.73,16150.19,16142.17,15208.31,14333.06,16718.26,15953.5,15188.74,1,-2647,10373,142,34387,60,-3381,3201.2,3745.36,3748.92,2086,12,15906.41,0.016608264
2021/3/4,16091.75,16091.75,15840.99,15906.41,16094.37,16113.18,15233.7,14360.33,16716.53,15951.49,15186.46,13,-2634,9880,-526,33861,-38,-3419,3354.17,3610.01,3661.25,2106,20,15855.23,-0.018833277
2021/3/5,15759.58,15934.43,15636.43,15855.23,15995.05,16055.59,15252.15,14384.07,16716.04,15961.31,15206.58,17,-2617,9617,-263,33598,-31,-3450,3095.51,3517.75,3601.81,2114,8,15820.11,-0.003217571
2021/3/8,15943.37,16074.97,15816.5,15820.11,15967.95,16029.79,15273.84,14409.35,16715.55,15967.24,15218.94,17,-2600,9482,-167,33431,-35,-3485,2911.78,3194.24,3539.84,2118,4,15853.09,-0.002215042
2021/3/9,15715.07,15864.26,15657.92,15853.09,15902.83,15983.03,15290.19,14431.88,16696.11,15989.1,15282.1,11,-2589,9446,-31,33400,-2,-3487,3284.5,3169.43,3510.58,2144,26,15911.67,0.002084688
2021/3/10,15921.45,15986.07,15857.32,15911.67,15908.26,15971.41,15310.81,14456.47,16619.64,16027.77,15435.91,9,-2580,9406,-38,33362,-22,-3509,2634.9,3056.17,3400.77,2144,0,16179.56,0.003695179
2021/3/11,15947.21,16216.22,15947.21,16179.56,15963.02,15989.8,15335.79,14483.18,16588.44,16066.25,15544.06,11,-2569,9644,195,33557,46,-3463,3300.54,3045.45,3327.73,2158,14,16255.18,0.016836071
2021/3/12,16241.55,16298.03,16166.35,16255.18,16055.44,16035.34,15365.44,14512.22,16599.55,16091,15582.46,19,-2550,9755,60,33617,10,-3453,3026.24,3031.59,3274.67,2158,0,16249.33,0.004673798
2021/3/15,16256.58,16281.91,16194.91,16249.33,16118.86,16073.59,15394.3,14540.87,16605.73,16114.9,15624.08,5,-2545,9775,-30,33587,-2,-3455,2678.95,2985.02,3089.63,2186,28,16313.16,-0.000359885
2021/3/16,16253.93,16340.66,16244.99,16313.16,16175.3,16112.6,15423.61,14569.75,16605.34,16145.25,15685.16,7,-2538,9820,-11,33576,8,-3447,2988.99,2925.92,3047.68,2193,7,16215.82,0.003928162
2021/3/17,16312.98,16349.21,16166.35,16215.82,16203.9,16139.6,15451.07,14597.71,16598.89,16165.92,15732.96,5,-2533,9758,-130,33446,-11,-3458,3168.38,3032.62,3044.4,2198,5,16287.84,-0.005966962
2021/3/18,16264.61,16410.02,16264.61,16287.84,16238.19,16170,15479.12,14625.96,16589.59,16162.2,15734.81,0,-2533,9914,108,33554,37,-3421,3284.84,3029.48,3037.46,2213,15,16070.24,0.004441342
2021/3/19,16186.46,16186.46,16022.17,16070.24,16197.57,16160.24,15500.02,14650.59,16555.99,16144.49,15732.98,3,-2530,9578,-387,33167,-20,-3441,3972,3218.63,3125.11,2221,8,16189.22,-0.01335966
2021/3/22,16065.5,16235.63,15983.77,16189.22,16171.22,16152.66,15520.3,14674.86,16539.06,16136.88,15734.69,0,-2530,9610,-51,33116,27,-3414,3365.23,3355.89,3170.46,2256,35,16177.59,0.007403748
2021/3/23,16250.2,16351.38,16166.29,16177.59,16192.94,16167.88,15543.77,14700.67,16508.14,16125.25,15742.35,4,-2526,9564,-54,33062,-31,-3445,3529.01,3463.89,3194.91,2253,-3,16032.12,-0.000718379
2021/3/24,15994.96,16125.54,15967.95,16032.12,16138.67,16142.83,15559.72,14722.64,16460.22,16104.68,15749.15,2,-2524,9288,-357,32705,-42,-3487,3253.41,3480.9,3256.76,2271,18,16060.14,-0.008992069
2021/3/25,16010.54,16146.58,15944.96,16060.14,16105.97,16124.24,15575.48,14744.42,16449.55,16097.07,15744.58,0,-2524,9166,-166,32539,-8,-3495,3246.49,3473.23,3251.35,2280,9,16305.88,0.001747741
2021/3/26,16140.37,16325.62,16140.37,16305.88,16146.66,16143.11,15596.88,14768.95,16417.67,16089.75,15761.83,11,-2513,9426,231,32770,16,-3479,3009.22,3280.67,3249.65,2298,18,16475.97,0.015301236
2021/3/29,16411.67,16520.89,16411.67,16475.97,16249.46,16199.83,15625.02,14796.82,16477.72,16115.86,15754,4,-2509,9569,87,32857,18,-3461,3287.28,3265.08,3310.48,2302,4,16554.9,0.010431206
2021/3/30,16490.31,16556.19,16438.4,16554.9,16336.29,16256.22,15654.03,14825.13,16546.37,16146.26,15746.15,23,-2486,9705,113,32970,43,-3418,3153.89,3190.06,3326.97,2313,11,16431.13,0.004790613
2021/3/31,16529.23,16550.2,16427.2,16431.13,16385.67,16297.71,15681.26,14852.56,16575.53,16157.23,15738.93,2,-2484,9571,-166,32804,-17,-3435,3395.31,3218.44,3349.67,2321,8,16571.28,-0.007476336
2021/4/1,16538.28,16602.47,16496.16,16571.28,16441.13,16343.95,15709.81,14880.65,16628.95,16190.47,15752,10,-2474,9713,155,32959,10,-3425,3267.57,3222.65,3347.94,2328,7,16739.87,0.008529541
2021/4/6,16711.79,16804.45,16711.79,16739.87,16541.41,16416.32,15743.65,14911.42,16706.22,16234.71,15763.19,-3,-2477,9891,144,33103,42,-3383,3399.18,3300.65,3290.66,2337,9,16815.36,0.010173626
2021/4/7,16771.35,16816.34,16715.32,16815.36,16620.81,16482.37,15777.62,14942.3,16779.92,16284.47,15789.01,-5,-2482,9966,65,33168,23,-3360,3453.73,3333.93,3299.51,2361,24,16926.44,0.004509593
2021/4/8,16786.56,16926.72,16735.78,16926.44,16695.16,16548.1,15812.57,14973.73,16866.49,16338.14,15809.78,10,-2472,10026,11,33179,43,-3317,3897.54,3482.67,3336.36,2395,34,16854.1,0.006605865
2021/4/9,16974.28,17016.13,16815.59,16854.1,16768.45,16614.81,15848.72,15005.81,16921.12,16385.26,15849.39,-6,-2478,9967,-46,33133,-20,-3337,4483.56,3700.32,3459.38,2402,7,16859.7,-0.004273787
2021/4/12,16908.55,16979.35,16793.54,16859.7,16807.39,16663.99,15882.71,15036.88,16984.14,16419.26,15854.39,9,-2469,9930,-75,33058,-16,-3353,4282.3,3903.26,3562.96,2430,28,16824.91,0.000332263
2021/4/13,16872.4,17041.37,16802.22,16824.91,16833.34,16704.21,15915.58,15067.43,17033.72,16447.75,15861.78,-16,-2485,9894,-18,33040,-7,-3360,4707.16,4164.86,3732.75,2420,-10,16865.97,-0.002063501
2021/4/14,16869.78,16935.39,16559.57,16865.97,16824.78,16723.03,15944.82,15096.2,17084.11,16478.58,15873.05,-6,-2491,9877,-18,33022,-17,-3377,4909.59,4456.03,3894.98,2408,-12,17076.73,0.002440429
2021/4/15,16851.06,17076.73,16851.06,17076.73,16871.15,16766.82,15978.24,15127.07,17170.15,16516.76,15863.37,-3,-2494,9956,43,33065,41,-3336,3666.18,4409.76,3946.21,2454,46,17158.81,0.012496168
2021/4/16,17028.35,17158.81,16998.91,17158.81,16942.84,16824.89,16014.56,15159.45,17258.43,16563.91,15869.39,-2,-2496,10034,61,33126,14,-3322,4297.29,4372.51,4036.41,2478,24,17263.28,0.004806541
2021/4/19,17141.25,17294.15,17135.52,17263.28,17031.41,16894.65,16053.71,15193.32,17357.95,16612.68,15867.41,2,-2494,10025,63,33189,11,-3311,4520.5,4420.15,4161.7,2537,59,17323.87,0.006088418
2021/4/20,17231.58,17323.87,17175.02,17323.87,17108.8,16961.73,16093.38,15227.54,17438.26,16675.36,15912.46,0,-2494,9994,-16,33173,8,-3303,4450.6,4368.83,4266.85,2547,10,17202.11,0.003509762
2021/4/21,17282.76,17282.76,17167.39,17202.11,17150.45,17011.19,16130.77,15260.7,17487.57,16726.01,15964.44,-2,-2496,9766,-203,32970,-54,-3357,4450.82,4277.08,4366.56,2594,47,17096.97,-0.007028453
2021/4/22,17302.73,17428.15,17066.17,17096.97,17174.8,17049.79,16166.6,15293.14,17506.08,16771.98,16037.88,1,-2495,9731,29,32999,-59,-3416,6523.88,4848.62,4629.19,2551,-43,17300.27,-0.006112041
2021/4/23,17117.49,17300.27,17055.48,17300.27,17181,17075.9,16200.26,15324.55,17520.34,16835.38,16150.43,2,-2493,9884,191,33190,19,-3397,4588.37,4906.83,4639.67,2598,47,17572.29,0.011890996
2021/4/26,17378.36,17572.29,17378.36,17572.29,17279.11,17148.52,16242.07,15360.1,17570.31,16910.99,16251.67,-9,-2502,10086,160,33350,49,-3348,4733.06,4949.35,4684.75,2678,80,17595.9,0.015723454
2021/4/27,17586.02,17630.19,17489.71,17595.9,17377.89,17226.15,16285.78,15396.72,17637.8,16975.49,16313.19,-14,-2516,10048,31,33381,-15,-3363,5005.89,5060.41,4714.62,2685,7,17567.53,0.001343593
2021/4/28,17610.72,17628.81,17497.74,17567.53,17443.99,17289.79,16328.09,15432.74,17698.6,17030.07,16361.54,-12,-2528,10021,60,33441,10,-3353,5111.59,5192.56,4734.82,2717,32,17566.66,-0.001612307
2021/4/29,17646.93,17709.23,17548.3,17566.66,17501.92,17349.43,16370.38,15468.86,17750.82,17080.66,16410.5,-18,-2546,9882,-63,33378,3,-3350,5480.21,4983.82,4916.22,2741,24,17222.35,-4.95232E-05
2021/5/3,17505.52,17546.94,17222.35,17222.35,17459.38,17353.95,16403.29,15500.35,17722.3,17120.22,16518.14,-24,-2570,9667,-82,33296,-93,-3443,5977.95,5261.74,5084.29,2691,-50,16933.78,-0.019600197
2021/5/4,17249.56,17328.55,16647.61,16933.78,17319.54,17296.84,16424.16,15525.8,17693.2,17138.35,16583.49,-21,-2591,9605,1,33297,-61,-3504,6723.07,5659.74,5304.54,2602,-89,16843.44,-0.016755553
2021/5/5,16968.75,17052.2,16843.44,16843.44,17188.68,17229.59,16440.65,15548.96,17685.19,17143.52,16601.86,2,-2589,9482,-133,33164,-45,-3549,4643.37,5587.24,5323.82,2602,0,16994.36,-0.005334899
2021/5/6,16925.52,17088.73,16764.71,16994.36,17106.9,17177.54,16457.13,15572.01,17677.82,17152.47,16627.13,17,-2572,9415,-69,33095,-18,-3567,4959.58,5556.83,5374.7,2598,-4,17285,0.008960165
2021/5/7,17032.23,17285,17032.23,17285,17124.14,17174.1,16480.13,15598.23,17688.09,17170.4,16652.72,9,-2563,9563,161,33256,68,-3499,4591.07,5379.01,5181.42,2643,45,17235.61,0.017102144
2021/5/10,17274.23,17304.47,17188.15,17235.61,17166.3,17188.01,16505.39,15625.54,17686.85,17189.48,16692.1,16,-2547,9514,-25,33231,-1,-3500,5013.96,5186.21,5223.97,2702,59,16583.13,-0.002857391
2021/5/11,17137.19,17137.19,16460.87,16583.13,17054.06,17122.85,16516.02,15645.45,17721.91,17175.65,16629.39,15,-2532,9072,-424,32807,-137,-3637,7250.86,5291.77,5475.75,2576,-126,15902.37,-0.037856508
2021/5/12,16515.88,16552.63,15165.27,15902.37,16714.05,16924.88,16500.22,15651.87,17897.33,17129.52,16361.71,3,-2529,8954,-122,32685,-63,-3700,7828.25,5928.74,5757.99,2450,-126,15670.1,-0.041051358
2021/5/13,15668.33,16031.93,15368.54,15670.1,16370.94,16699.4,16473.48,15652.41,18063.37,17069.73,16076.09,9,-2520,8909,-227,32458,-42,-3742,5745.84,6086,5821.41,2366,-84,15827.09,-0.014605999
2021/5/14,15819.24,16075.48,15702.1,15827.09,16199.29,16546.05,16453.24,15655.78,18138.85,17007.25,15875.64,25,-2495,8844,-136,32322,-36,-3778,5161.72,6200.13,5789.57,2308,-58,15353.89,0.010018443
2021/5/17,15554.99,15719.74,15159.86,15353.89,15948.57,16346.24,16420.25,15652.33,18254.94,16917,15579.06,10,-2485,9219,334,32656,-20,-3798,4850.06,6167.34,5676.78,2146,-162,16145.98,-0.029898105
2021/5/18,15564.96,16153.77,15564.96,16145.98,15918.18,16257.37,16401.79,15655.72,18229.53,16861.14,15492.74,13,-2472,9478,221,32877,64,-3734,4146.82,5546.54,5419.15,2163,17,16132.66,0.051588881
2021/5/19,16112.21,16273.98,16009.76,16132.66,15989.51,16234.6,16392.95,15663.59,18187.8,16801.57,15415.35,22,-2450,9276,-294,32583,-6,-3740,4418.01,4864.49,5396.62,2186,23,16042.36,-0.000824973
2021/5/20,16122.52,16154.08,15943.45,16042.36,16014.87,16203.87,16382.22,15670.24,18154.74,16743.59,15332.43,-11,-2461,9072,-171,32412,-37,-3777,4775.11,4670.34,5378.17,2166,-20,16302.06,-0.005597341
2021/5/21,16136.86,16431.14,16136.86,16302.06,16093.82,16212.57,16377.94,15679.85,18117.72,16703.84,15289.96,-7,-2468,9201,175,32587,4,-3773,4331.27,4504.25,5352.19,2200,34,16338.29,0.016188391
2021/5/24,16246.52,16397.59,16136.97,16338.29,16155.83,16224.81,16374.73,15689.77,18050.51,16655.74,15260.97,17,-2451,9201,-2,32585,14,-3759,4279.8,4390.2,5278.77,2220,20,16595.67,0.002222419
2021/5/25,16444.75,16657.6,16444.75,16595.67,16282.45,16281.33,16380,15703.75,17936.78,16606.91,15277.04,14,-2437,9238,-12,32573,45,-3714,5334.2,4627.68,5087.11,2230,10,16643.69,0.015753179
2021/5/26,16645.17,16706.29,16523.23,16643.69,16398.17,16344.65,16388.19,15719.05,17809.96,16559.3,15308.64,3,-2434,9250,20,32593,25,-3689,4297.42,4603.56,4734.02,2257,27,16601.61,0.002893526
2021/5/27,16591.7,16601.61,16419.42,16601.61,16449.97,16382.64,16393.61,15732.85,17673.7,16511.01,15348.31,26,-2408,9142,-123,32470,-10,-3699,5409.62,4730.46,4700.4,2269,12,16870.86,-0.002528285
2021/5/28,16690.04,16889.01,16690.04,16870.86,16561.64,16455.79,16406.44,15750.24,17548.61,16476.22,15403.82,40,-2368,9370,186,32656,35,-3664,4976.89,4859.59,4681.92,2334,65,17068.43,0.016218307
2021/5/31,16948.47,17113.33,16939.91,17068.43,16713.61,16557.93,16426.48,15771.18,17521.42,16468.52,15415.62,-1,-2369,9485,132,32788,29,-3635,5401.17,5083.86,4737.03,2340,6,17162.38,0.011710725
2021/6/1,17098.49,17184.3,17060.45,17162.38,16851.21,16661.29,16449.43,15793.58,17557.48,16479.95,15402.42,8,-2361,9516,20,32808,14,-3621,4653.41,4947.7,4787.69,2401,61,17165.04,0.005504314
2021/6/2,17192.91,17274.66,17056.42,17165.04,16958.22,16754.19,16473.13,15816.37,17603.95,16496.03,15388.11,-4,-2365,9399,-94,32714,24,-3597,5407.74,5169.76,4886.66,2405,4,17246.16,0.00015499
2021/6/3,17201.3,17311.28,17198.89,17246.16,17051.95,16842.41,16498.25,15839.89,17644.28,16508.62,15372.96,7,-2358,9499,81,32795,35,-3562,4932.6,5074.36,4902.41,2460,55,17147.41,0.004725885
2021/6/4,17225.06,17225.06,17084.49,17147.41,17091.47,16902.07,16520.29,15861.89,17620.04,16501.74,15383.44,0,-2358,9331,-166,32629,3,-3559,4412.97,4961.57,4910.58,2464,4,17083.91,-0.005725912
2021/6/7,17176.09,17189.23,16775.85,17083.91,17079.74,16930.1,16537.86,15881.63,17594.35,16494.15,15393.96,18,-2340,9273,-79,32550,-11,-3570,4927.17,4866.78,4975.32,2459,-5,17076.21,-0.003703183
2021/6/8,17094.34,17181.52,17056.53,17076.21,17087.21,16961.38,16556.37,15901.8,17647.6,16518.81,15390.01,15,-2325,9213,-61,32489,-7,-3577,3507.19,4637.53,4792.62,2475,16,16966.22,-0.000450716
2021/6/9,17082.52,17082.52,16907.43,16966.22,17061.36,16970.16,16571.23,15920.11,17679.65,16572,15464.35,-3,-2328,9066,-149,32340,-13,-3590,4024.3,4360.84,4765.3,2480,5,17159.22,-0.006441125
2021/6/10,17024.54,17159.22,16978.01,17159.22,17067.66,16990.18,16587.92,15939.29,17700.5,16646.46,15592.42,-18,-2346,9175,183,32523,17,-3573,4159.32,4206.19,4640.27,2480,0,17213.52,0.011375545
2021/6/11,17200.45,17278.55,17193.61,17213.52,17118.95,17032.24,16608.69,15960.48,17726.63,16715.78,15704.93,-1,-2347,9252,107,32630,-6,-3579,4116.21,4146.84,4554.21,2515,35,17371.29,0.00316448
2021/6/15,17279.7,17371.29,17279.7,17371.29,17187.8,17085.56,16632.19,15983.05,17650.98,16816.65,15982.32,-15,-2362,9350,143,32773,17,-3562,4396.24,4040.65,4453.71,2563,48,17307.86,0.00916547
2021/6/16,17357.37,17398.22,17275.02,17307.86,17236.74,17130.84,16655.22,16005.39,17675.31,16874.74,16074.17,-11,-2373,9166,-182,32591,21,-3541,5808.61,4500.94,4569.23,2540,-23,17390.61,-0.003651427
2021/6/17,17254.84,17390.61,17150.52,17390.61,17256.71,17160.99,16676.25,16026.73,17691.41,16937.64,16183.87,8,-2365,9103,-67,32524,7,-3534,4449.79,4586.04,4473.44,2601,61,17318.54,0.004781065
2021/6/18,17384.74,17417.5,17318.54,17318.54,17291.08,17197.14,16698.67,16048.76,17649.98,17001.45,16352.91,-25,-2390,8952,-158,32366,-11,-3545,5458.84,4845.94,4526.07,2626,25,17062.98,-0.00414419
2021/6/21,17305.49,17305.49,17023.31,17062.98,17252.16,17192.99,16714.26,16067.37,17603.18,17039.5,16475.81,-6,-2396,8644,-333,32033,-49,-3594,5180.16,5058.73,4602.78,2640,14,17075.55,-0.01475644
2021/6/22,17162.71,17270.47,17075.55,17075.55,17216.8,17184.46,16728.42,16085.2,17539.2,17076.36,16613.52,3,-2393,8534,-108,31925,-12,-3606,5513.62,5282.21,4661.43,2648,8,17336.71,0.000736683
2021/6/23,17127.59,17375.79,17127.59,17336.71,17225.17,17194.91,16745.25,16104.32,17533.02,17113.41,16693.8,-16,-2409,8695,110,32035,142,-3464,5294.65,5179.41,4840.18,2627,-21,17407.96,0.015294383
2021/6/24,17358.57,17439.63,17319.89,17407.96,17277.28,17228.84,16766.12,16125.43,17530.38,17151.62,16772.86,-1,-2410,8769,40,32075,33,-3431,4224.49,5134.35,4860.19,2691,64,17502.99,0.004109776
2021/6/25,17471.07,17597.33,17471.07,17502.99,17355.06,17280.07,16790.53,16148.32,17512.17,17196.69,16881.22,10,-2400,8902,88,32163,37,-3394,4806.3,5003.84,4924.89,2720,29,17590.97,0.005458997
2021/6/28,17531.82,17595.51,17481.23,17590.97,17420,17329.13,16815.42,16171.49,17555.49,17232.7,16909.9,-18,-2418,8999,53,32216,20,-3374,4443.31,4856.47,4957.6,2803,83,17598.19,0.00502657
2021/6/29,17621.15,17713.24,17541.14,17598.19,17486.14,17381.73,16841.75,16195.41,17609.49,17259.19,16908.89,1,-2417,8843,-143,32073,2,-3372,5982.52,4950.25,5116.23,2766,-37,17755.46,0.000410438
2021/6/30,17648.25,17797.27,17648.25,17755.46,17561.53,17441.83,16870.29,16220.48,17696.98,17288.84,16880.7,-1,-2418,9057,204,32277,28,-3344,5437.89,4978.9,5079.16,2869,103,17713.94,0.008936715
2021/7/1,17801.19,17863.9,17644.36,17713.94,17626.3,17498.93,16899.33,16245.86,17759.73,17316.29,16872.85,-15,-2433,8840,-179,32098,-32,-3376,6474.94,5428.99,5281.67,2841,-28,17710.15,-0.002338436
2021/7/2,17745.69,17795.88,17676.98,17710.15,17661.59,17541.33,16926.63,16270.42,17813.33,17339.48,16865.64,-18,-2451,8695,-200,31898,-4,-3380,6129.21,5693.57,5348.71,2891,50,17919.33,-0.000213956
2021/7/5,17783.8,17945.52,17783.8,17919.33,17727.1,17598.93,16957.17,16296.67,17905.75,17378.08,16850.41,-14,-2465,8835,115,32013,64,-3316,6112.39,6027.39,5441.93,2981,90,17913.07,0.011811306
2021/7/6,17929.22,18008.37,17895.78,17913.07,17796.94,17660.33,16989.29,16323.77,17977.66,17419.54,16861.42,-3,-2468,8814,1,32014,-31,-3347,6067.48,6044.38,5497.32,2986,5,17850.69,-0.000349343
2021/7/7,17901.25,17933.62,17756.82,17850.69,17818.16,17696.74,17017.85,16349.18,18023.15,17458.26,16893.37,-13,-2481,8694,-117,31897,-8,-3355,5915.69,6139.94,5559.42,2955,-31,17866.09,-0.003482373
2021/7/8,17880.9,17935.11,17742.08,17866.09,17830.79,17725.7,17045.34,16374.08,18047.17,17503.26,16959.34,-14,-2495,8703,-38,31859,-10,-3365,6433.35,6131.62,5780.31,2994,39,17661.48,0.000862712
2021/7/9,17778.12,17778.12,17597.46,17661.48,17788.46,17721.72,17066.93,16396.06,18052.45,17528.37,17004.29,-5,-2500,8293,-411,31448,-48,-3413,5500.7,6005.92,5849.75,2955,-39,17814.33,-0.011452422
2021/7/12,17843.3,17947.9,17759.9,17814.33,17806.09,17743.47,17092.32,16419.95,18075.69,17558.41,17041.13,-31,-2531,8458,155,31603,26,-3387,5588,5901.04,5964.22,2993,38,17847.52,0.008654428
2021/7/13,17931.47,18018.04,17786.76,17847.52,17836.04,17771.2,17118.67,16444.35,18106.65,17582.22,17057.79,6,-2525,8633,231,31834,21,-3366,6628.06,6013.16,6028.77,2933,-60,17845.75,0.001863107
2021/7/14,17892.51,17940.86,17716.44,17845.75,17840.32,17785.32,17142.61,16467.56,18129.66,17609.12,17088.57,-32,-2557,8689,153,31987,-3,-3369,5779.37,5985.9,6062.92,2912,-21,18034.19,-9.91734E-05
2021/7/15,17878.78,18034.19,17878.78,18034.19,17879.04,17816.44,17169.29,16492.17,18182.97,17641.29,17099.62,-19,-2576,8853,165,32152,21,-3348,4584.76,5616.18,5873.9,2965,53,17895.25,0.010559377
2021/7/16,17839.58,17926.38,17779.61,17895.25,17872.77,17824.4,17191.94,16514.79,18201.31,17670.13,17138.95,-2,-2578,8610,-226,31926,-41,-3389,5802.46,5676.53,5841.23,2957,-8,17789.25,-0.007704255
2021/7/19,17854.35,17854.35,17708.15,17789.25,17849.02,17820.24,17211.93,16536.05,18160.3,17706.44,17252.58,-8,-2586,8243,-424,31502,-15,-3404,4723.01,5503.53,5702.29,2999,42,17528.74,-0.00592336
2021/7/20,17724.92,17724.92,17500.69,17528.74,17772.62,17783.8,17225.3,16553.97,18090.55,17729.1,17367.65,-15,-2601,7941,-256,31246,-84,-3488,4748.09,5127.54,5570.35,2956,-43,17458.79,-0.014644237
