time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust_buy,trust,keyman,foreign_buy,foreign,dealer_buy,dealer,volumn,MA5,MA10,financing,financing_error
2013/3/27,7872.75,7894.26,7857.32,7894.12,7862.29,7875.17,7820.41,7713.4,8056.1,7907.97,7759.83,-6.24货,-1482货,3408货,14.7货,31671货,6569窾,202货,676.7,663.83,721.14,1820货,-4.96货
2013/3/28,7905.71,7905.71,7844.84,7866.88,7868.45,7876.19,7822.39,7716.17,8055.58,7906.41,7757.24,-1.11货,-1483货,3451货,-6.61货,31664货,-10.5货,191货,664.15,656.13,710.98,1820货,-6468窾
2013/3/29,7904.5,7931.7,7883.81,7918.61,7882.19,7882.27,7825.25,7719.36,8051.02,7904.11,7757.2,-3.41货,-1487货,3502货,35.0货,31699货,5.62货,197货,575.84,640.53,675.01,1820货,2599窾
2013/4/1,7934.25,7937.73,7896.57,7899.24,7893.77,7888.58,7828.26,7722.63,8051.67,7905.7,7759.74,176窾,-1487货,3542货,29.4货,31728货,-2.06货,195货,541.86,629.25,658.13,1813货,-6.86货
2013/4/2,7897.16,7924.46,7879.55,7913.18,7897.04,7891.31,7830.73,7725.62,8050.22,7904.73,7759.23,-2.27货,-1489货,3592货,34.6货,31763货,-7333窾,194货,583.37,608.38,642.92,1804货,-9.01货
2013/4/3,7949.12,7954.15,7913.77,7942.35,7911.31,7900.13,7834.3,7729.16,8049.37,7904.33,7759.29,-2.00货,-1491货,3652货,37.1货,31800货,4.42货,199货,695.51,612.14,637.99,1798货,-6.21货
2013/4/8,7831.22,7843.1,7747.47,7752.79,7872.09,7880.77,7832.97,7730.23,8050.68,7893.94,7737.21,-9.18货,-1500货,3713货,-54.5货,31746货,-5.25货,193货,911.5,661.62,658.87,1776货,-22.0货
2013/4/9,7766.62,7781.13,7714.93,7728.54,7830.66,7856.59,7830.18,7730.52,8041.72,7879.61,7717.51,-5.81货,-1506货,3751货,-62.9货,31683货,-3.47货,190货,707.02,687.85,664.19,1761货,-15.3货
2013/4/10,7772.95,7772.95,7739.99,7752.8,7807,7838.97,7827.87,7731,8018.99,7865.32,7711.65,-3057窾,-1506货,3802货,-46.5货,31636货,3.53货,193货,669.55,713.39,671.32,1754货,-6.64货
2013/4/11,7788.58,7857.98,7788.58,7857.98,7812.43,7836.12,7827.72,7732.53,8000.22,7858.48,7716.74,-1.64货,-1508货,3858货,13.4货,31650货,8.59货,202货,752.11,747.14,677.76,1755货,1.29货
2013/4/12,7861.12,7864.86,7810.54,7821.63,7821.46,7836.74,7828.1,7734.29,7977.47,7849.79,7722.1,-2.98货,-1511货,3897货,-14.2货,31635货,-13.4货,189货,702.82,748.6,680.37,1751货,-4.71货
2013/4/15,7815.32,7835.12,7753.24,7763.53,7811.58,7828.57,7826.91,7735.25,7964.3,7840.38,7716.45,-7.08货,-1518货,3925货,-42.1货,31593货,-9.36货,179货,658.76,698.05,679.83,1740货,-10.9货
2013/4/16,7690.91,7801.05,7688.62,7801.05,7789.52,7813.45,7824.24,7735.41,7952.33,7834.05,7715.78,-4.47货,-1523货,3983货,-15.9货,31577货,6.89货,186货,657.66,688.18,688.02,1734货,-5.84货
2013/4/17,7822.81,7822.81,7791.53,7809.07,7796.87,7813.11,7823.83,7736.67,7952.31,7833.94,7715.57,2567窾,-1522货,4055货,-30.4货,31547货,7.93货,194货,738.16,701.9,707.65,1736货,1.85货
2013/4/18,7781.48,7826.13,7757.33,7791.35,7794.27,7808.74,7822.69,7737.54,7951.36,7831.58,7711.81,-5.38货,-1528货,4124货,-8.22货,31539货,4.45货,199货,748.49,701.18,724.16,1740货,4.66货
2013/4/19,7868.9,7933.72,7862.92,7930.8,7829.21,7825.16,7825.19,7740.21,7964.38,7838.22,7712.07,2.53货,-1525货,4228货,72.5货,31611货,18.6货,217货,877.44,736.1,742.35,1755货,14.7货
2013/4/22,7976.1,7996.55,7950.01,7970.38,7877.22,7852.09,7830.05,7744.06,7984.05,7846.15,7708.25,-3.53货,-1529货,4302货,38.9货,31650货,6.20货,223货,770.31,758.41,728.23,1759货,4.35货
2013/4/23,7955.92,7968.79,7913.6,7942.77,7899.91,7869.03,7833.82,7747.39,7995.5,7853.48,7711.45,-13.1货,-1542货,4363货,-26.4货,31624货,1.53货,225货,756.46,778.17,733.18,1766货,6.62货
2013/4/24,7977.4,8025.45,7968.28,8023.71,7932.84,7892.61,7839.23,7751.54,8022.12,7861.86,7701.59,-8.59货,-1550货,4443货,51.5货,31675货,12.5货,237货,837.4,798.02,749.96,1769货,3.18货
2013/4/25,8015.38,8026.46,7994.19,8021.75,7960.04,7914.76,7844.98,7755.89,8044.82,7870.13,7695.43,-2.68货,-1553货,4527货,55.2货,31731货,-6.53货,231货,757.39,799.8,750.49,1775货,6.08货
2013/4/26,8034.47,8081.37,8020.47,8022.06,7986.56,7937.46,7851.36,7760.58,8063.22,7876.52,7689.83,-7.05货,-1560货,4614货,53.5货,31784货,-6.98货,224货,923.08,808.93,772.52,1778货,2.46货
2013/4/29,8043.71,8046.22,8014.27,8029.74,8002.2,7954.92,7857.33,7765.09,8082.83,7884.67,7686.51,-5.35货,-1565货,4695货,106货,31890货,2.49货,226货,770.48,808.96,783.69,1772货,-6.00货
2013/4/30,8065.92,8115.59,8065.92,8093.66,8029.89,7978.62,7864.8,7770.38,8111.29,7893.42,7675.55,1.84货,-1564货,4849货,104货,31994货,11.6货,238货,1003.95,858.46,818.32,1768货,-3.70货
2013/5/2,8111.43,8139.49,8095.7,8128.51,8059.52,8004.1,7873.13,7776.14,8145.69,7904.88,7664.08,-5.06货,-1569货,4948货,79.6货,32074货,8.34货,246货,883.8,867.74,832.88,1776货,8.25货
2013/5/3,8157.51,8175.33,8121.07,8135.03,8088.76,8030.13,7882.12,7782.27,8176.89,7915.98,7655.06,-12.5货,-1581货,5029货,46.3货,32120货,1355窾,246货,876.99,891.66,845.73,1775货,-9410窾
2013/5/6,8188.48,8197.52,8153.96,8169.05,8118.26,8056.88,7891.79,7788.8,8210.56,7927.31,7644.06,-3.82货,-1585货,5090货,33.7货,32154货,8.08货,255货,782.97,863.64,836.28,1781货,6.01货
2013/5/7,8177.58,8181.8,8145.1,8163.06,8134.47,8076.88,7900.81,7795.05,8236.91,7947.82,7658.74,-13.2货,-1598货,5183货,75.9货,32230货,-11.3货,243货,788.57,867.25,838.11,1781货,-1580窾
2013/5/8,8177.94,8284.09,8177.94,8267.09,8165.23,8104.13,7911.5,7802.18,8277.14,7974.75,7672.36,-9.30货,-1608货,5360货,158货,32388货,3.08货,246货,958.28,858.12,858.29,1779货,-2.26货
2013/5/9,8314.37,8322.69,8279.46,8285.89,8210.36,8139.85,7924.26,7810.42,8314.63,8001.41,7688.18,-8.97货,-1617货,5464货,79.3货,32467货,-3897窾,246货,900.75,861.51,864.62,1776货,-3.44货
2013/5/10,8284.38,8297.33,8258.62,8280.26,8233.62,8165.36,7935.92,7818.19,8350.79,8022.52,7694.25,-8.52货,-1625货,5560货,59.1货,32526货,-2123窾,246货,820.41,850.2,870.93,1781货,5.43货
2013/5/13,8285.45,8296.54,8230.65,8248.32,8244.16,8183.52,7946.72,7825.58,8372.59,8043.85,7715.12,-7.15货,-1632货,5609货,34.2货,32560货,-6.79货,239货,678.77,829.36,846.5,1782货,1.19货
2013/5/14,8272.2,8295.41,8233.98,8251.82,8250.56,8198.04,7957.1,7832.81,8382.3,8068.27,7754.24,-14.0货,-1646货,5690货,74.2货,32635货,-5.05货,234货,719.66,815.58,841.41,1785货,2.96货
2013/5/15,8264.1,8320.32,8251.51,8318.59,8263.25,8214.51,7967.97,7840.35,8401.05,8094.15,7787.24,-7.83货,-1654货,5783货,50.3货,32685货,5.51货,239货,909.99,805.92,832.02,1786货,1.30货
2013/5/16,8362.49,8414.88,8346.45,8390.05,8301.65,8244.32,7981.43,7849.24,8426.63,8123.19,7819.76,-1.83货,-1656货,5916货,80.6货,32766货,27.5货,267货,1225.4,870.85,866.18,1791货,4.41货
2013/5/17,8377.26,8402.34,8356.79,8368.19,8326.48,8268.29,7994.37,7857.95,8432.62,8152.04,7871.46,-11.9货,-1668货,5995货,29.4货,32795货,7.78货,275货,915,889.77,869.98,1796货,5.47货
2013/5/20,8364.95,8385.68,8347.33,8377.05,8340.57,8286.55,8006.65,7866.39,8451.97,8174.35,7896.73,-9.86货,-1678货,6051货,35.4货,32830货,6.40货,281货,719.53,897.92,863.64,1802货,5.41货
2013/5/21,8381.36,8420.68,8361.96,8383.05,8355.97,8304.77,8019.11,7874.99,8470.23,8194.98,7919.74,-5.92货,-1684货,6103货,18.7货,32849货,5.35货,286货,852.44,924.47,870.02,1812货,10.1货
2013/5/22,8414.06,8439.15,8376.21,8398.84,8373,8323.37,8031.83,7883.79,8480.97,8217.79,7954.6,-9.43货,-1693货,6185货,42.6货,32892货,7.07货,294货,890.32,920.54,863.23,1817货,5.31货
2013/5/23,8367.85,8373.09,8235.5,8237.83,8349.86,8319.77,8040.74,7890.73,8476.2,8228.49,7980.79,-10.8货,-1704货,6233货,-81.6货,32810货,-28.1货,265货,1055.83,886.63,878.74,1830货,13.1货
2013/5/24,8273.21,8277.56,8172.54,8209.78,8311,8304.04,8047.05,7896.39,8467.08,8237.89,8008.71,-11.4货,-1715货,6270货,-40.2货,32770货,-17.5货,248货,840.85,871.8,880.78,1830货,-5080窾
2013/5/27,8218.88,8280.1,8210.32,8280.1,8289.78,8293.74,8053.62,7902.19,8457.91,8250.8,8043.68,-8.99货,-1724货,6301货,5441窾,32770货,10.2货,258货,595.24,846.94,872.43,1838货,8.06货
2013/5/28,8289.15,8303.71,8261.54,8263.05,8286.31,8291.12,8061.02,7908.42,8443.05,8262.46,8081.88,1125窾,-1724货,6339货,-40.4货,32730货,2.16货,260货,665.02,809.45,866.96,1842货,3.99货
2013/5/29,8303.2,8344.21,8303.2,8337.9,8298.25,8296.76,8069.58,7915.26,8440.37,8274.67,8108.98,6578窾,-1723货,6399货,26.9货,32757货,5.18货,266货,810.12,793.41,856.98,1849货,6.69货
2013/5/30,8316.97,8316.97,8228.8,8243.29,8291,8293.08,8076.37,7921.23,8432.88,8280.41,8127.94,-4.46货,-1728货,6438货,-116货,32641货,-11.2货,254货,837.3,749.71,818.17,1860货,11.4货
2013/5/31,8318.77,8334.44,8237.08,8254.8,8289.42,8291.84,8083.25,7927.27,8424.27,8286.4,8148.53,-2.45货,-1730货,6488货,-63.2货,32578货,-2.56货,252货,1136.74,808.88,840.34,1871货,10.8货
2013/6/3,8177.97,8225.79,8149.45,8201.02,8255.8,8273.06,8086.7,7931.59,8421.04,8288,8154.96,-5.53货,-1736货,6519货,-66.6货,32511货,-1695窾,252货,757.48,841.33,844.13,1881货,10.5货
2013/6/4,8243.22,8250.17,8180.39,8191.22,8242.62,8262.73,8090.95,7936.29,8417.64,8289.41,8161.17,-9.23货,-1745货,6567货,-22.0货,32489货,-13.7货,238货,733.83,855.09,832.27,1883货,1.78货
2013/6/5,8195.52,8216.31,8161.1,8181.91,8224.65,8249.27,8094.15,7940.46,8421.47,8285.15,8148.83,-11.3货,-1756货,6608货,-42.7货,32446货,-2.36货,235货,778.99,848.87,821.14,1890货,6.91货
2013/6/6,8135.56,8162.25,8088.31,8096.14,8189.95,8225.87,8095.02,7943.44,8434.93,8275.66,8116.39,-14.2货,-1770货,6643货,-102货,32344货,-13.3货,222货,782.45,837.9,793.8,1899货,9.06货
2013/6/7,8113.95,8146.78,8071.98,8095.2,8162.3,8204.25,8095.41,7946.14,8443.99,8266.41,8088.83,-5.34货,-1776货,6701货,-52.7货,32291货,-17.7货,204货,875.49,785.65,797.27,1890货,-8.78货
2013/6/10,8161.51,8190.87,8142.71,8160.55,8162.83,8196.92,8097.66,7949.74,8445.41,8262.02,8078.63,-2.90货,-1779货,6757货,5.94货,32297货,5.76货,210货,651.41,764.43,802.88,1893货,2.56货
2013/6/11,8178.95,8178.95,8116.15,8116.15,8157.74,8187.94,8099.29,7953.01,8449.36,8255.24,8061.11,-5.31货,-1784货,6798货,-42.7货,32254货,9491窾,211货,690.51,755.77,805.43,1893货,5064窾
2013/6/13,8041.5,8057.33,7951.66,7951.66,8105.34,8153.87,8096.06,7953.8,8469.19,8236.89,8004.58,-8.19货,-1792货,6854货,-171货,32083货,-18.4货,193货,899.71,779.91,814.39,1894货,8545窾
2013/6/14,7978.75,7989.19,7912.37,7937.74,8055.06,8117.62,8091.41,7953.81,8469.47,8214.27,7959.08,-2.96货,-1795货,6913货,-48.5货,32035货,-22.6货,170货,768.35,777.09,807.49,1888货,-5.63货
2013/6/17,7953.65,7999.43,7940.72,7992.89,8027.27,8091.09,8087.49,7954.11,8457.77,8195.51,7933.25,2.01货,-1793货,6945货,-57.1货,31977货,5.96货,176货,569.92,715.98,750.81,1893货,4.62货
2013/6/18,7994.81,8024.95,7955.74,8011.02,8017.05,8073.91,8084.51,7954.81,8437.32,8177.21,7917.1,-4419窾,-1794货,6993货,-47.8货,31930货,4.80货,181货,625.62,710.82,737.63,1897货,3.65货
2013/6/19,8033.32,8056.19,8005.57,8007.39,8019.91,8065.13,8082.58,7955.98,8410.5,8158.42,7906.35,1314窾,-1793货,7039货,-49.8货,31880货,3.03货,184货,663.65,705.45,730.61,1901货,4.18货
2013/6/20,7952.36,7962.76,7890.93,7898.91,7988.69,8039.88,8077.45,7955.49,8384.33,8133.43,7882.53,-3.74货,-1797货,7076货,-93.6货,31786货,-9.87货,174货,806.54,686.81,733.36,1905货,3.81货
2013/6/21,7778.84,7815.79,7739.09,7793.31,7919.71,7992.95,8067.76,7952.62,8397.44,8111.2,7824.97,-13.5货,-1811货,7132货,-172货,31614货,-2.03货,172货,1205.42,774.23,775.66,1915货,9.97货
2013/6/24,7788.45,7815.1,7744.49,7758.03,7871.98,7953.6,8058.21,7949.7,8409.38,8088.61,7767.85,-6.76货,-1817货,7041货,-170货,31444货,-8.46货,164货,835.23,827.29,771.63,1925货,10.8货
2013/6/25,7750.34,7792.27,7663.23,7663.23,7820.41,7910.63,8047.03,7945.86,8415.46,8057.77,7700.08,-4.43货,-1822货,6993货,-94.6货,31350货,-10.6货,153货,939.48,890.06,800.44,1916货,-9.21货
2013/6/26,7789.34,7821.14,7742.2,7784.8,7808.4,7887.67,8038.42,7943.19,8397.36,8033.86,7670.36,-1.11货,-1823货,6982货,-21.9货,31328货,-8.91货,144货,938.45,945.03,825.24,1914货,-2.50货
2013/6/27,7841.32,7884.13,7834.33,7883.9,7825.9,7882.81,8032.6,7941.83,8351.86,8011.16,7670.45,-1.05货,-1824货,7002货,11.4货,31339货,-3.24货,141货,901.44,964,825.41,1915货,1.37货
2013/6/28,7928.54,8062.21,7891.06,8062.21,7879.27,7901.57,8031.07,7942.56,8326.9,8002.1,7677.3,-6.45货,-1830货,7106货,63.5货,31403货,-5.76货,135货,941.23,911.17,842.7,1907货,-8.61货
2013/7/1,8011.95,8063.47,7974.15,8036,7926.64,7923.36,8030.75,7943.87,8295.26,7991.16,7687.07,1613窾,-1830货,7111货,-42.0货,31361货,17.3货,152货,797.8,903.68,865.49,1911货,4.03货
2013/7/2,8061.84,8064.12,8012.79,8015.86,7963.98,7944.32,8031.01,7945.43,8270.78,7981.91,7693.04,1.54货,-1829货,7103货,-69.1货,31292货,-5441窾,152货,741.95,864.17,877.12,1915货,4.55货
2013/7/3,7991.53,7995.3,7899.08,7911.42,7959.1,7945.23,8028.34,7945.5,8241.59,7967.92,7694.25,-6.62货,-1835货,7077货,-48.5货,31243货,-15.5货,136货,864.28,849.34,897.18,1914货,-9192窾
2013/7/4,7919.26,7927.08,7877.06,7893.72,7940.83,7937.79,8024.27,7944.82,8210.42,7953.51,7696.59,-4.80货,-1840货,7045货,-42.2货,31201货,11.6货,148货,720.82,813.22,888.61,1919货,5.10货
2013/7/5,7932.3,8018.93,7926.35,8001.82,7950.5,7943.62,8022.48,7945.23,8198.42,7948.79,7699.16,4237窾,-1840货,7108货,50.2货,31251货,24.1货,172货,789.15,782.8,846.98,1909货,-10.2货
2013/7/8,7980.11,7992.16,7885,7886.34,7945.63,7942.21,8019.65,7945.08,8179.95,7938.35,7696.74,-2.21货,-1842货,7072货,-62.1货,31189货,-17.5货,154货,750.25,773.29,838.49,1910货,1.17货
2013/7/9,7891.53,7975.64,7891.37,7971.18,7941.23,7940.43,8016.79,7944.87,8148.78,7928.88,7708.98,-3523窾,-1842货,7120货,50.2货,31239货,10.6货,165货,741.04,773.11,818.64,1907货,-3.07货
2013/7/10,7974.99,8057.92,7974.99,8011.69,7962.45,7952.15,8016.4,7945.86,8130.06,7923.66,7717.25,6.91货,-1835货,7190货,60.1货,31299货,8615窾,166货,871.05,774.46,811.9,1901货,-5.88货
2013/7/11,8080.97,8179.54,8080.97,8179.54,8018.39,7984.54,8020.13,7948.91,8169.62,7935.05,7700.48,6308窾,-1835货,7389货,191货,31490货,35.5货,201货,1106.25,851.55,832.38,1885货,-16.0货
2013/7/12,8187.86,8220.49,8169.92,8220.49,8078.82,8023.66,8026.02,7953.05,8214.74,7949.19,7683.64,1.77货,-1833货,7489货,113货,31603货,10.4货,212货,877.65,869.25,826.02,1879货,-6.61货
2013/7/15,8178.26,8254.68,8175.55,8254.68,8124.48,8058.59,8032.24,7957.4,8259.12,7962.28,7665.44,2.95货,-1830货,7579货,95.7货,31699货,26.3货,238货,843.14,887.83,830.56,1871货,-7.41货
2013/7/16,8243.62,8260.11,8222.17,8260.11,8165.15,8092.76,8039.26,7962.17,8298.4,7974.73,7651.07,-5.43货,-1836货,7641货,65.5货,31764货,26.4货,265货,905.96,920.81,846.96,1874货,2.37货
2013/7/17,8239.1,8260.25,8208.71,8258.95,8190.69,8119.85,8045.9,7966.79,8333.82,7987.31,7640.8,-3.29货,-1839货,7677货,77.7货,31842货,1.43货,266货,960.87,938.77,856.62,1879货,4.91货
2013/7/18,8238.28,8265.7,8181.99,8194.88,8200.53,8138.09,8051.62,7970.98,8357.42,8002.11,7646.79,-5.47货,-1844货,7723货,68.1货,31910货,-9.49货,256货,957.18,908.96,880.25,1872货,-7.06货
2013/7/19,8117.94,8139.81,8046.7,8062.03,8164.23,8129.64,8052.93,7972.98,8358.36,8015.54,7672.73,-7.17货,-1851货,7696货,-24.2货,31886货,-10.3货,246货,1024.32,938.29,903.77,1860货,-11.0货
2013/7/22,8092.03,8137.37,8092.03,8105.45,8145.06,8125.48,8054.69,7975.19,8356.44,8032.92,7709.39,-2.05货,-1854货,7715货,19.0货,31905货,10.3货,256货,778.7,925.41,906.62,1864货,3.21货
2013/7/23,8152.72,8220.89,8145.09,8214.65,8157.82,8136,8058.91,7978.63,8344.92,8060.49,7776.05,8.82货,-1845货,7820货,107货,32012货,37.1货,294货,1027.16,949.65,935.23,1863货,-4281窾
2013/7/24,8222.85,8233.1,8172.23,8196.19,8173.91,8148.74,8063.74,7982.39,8341.23,8081.06,7820.88,-4.13货,-1849货,7826货,35.0货,32047货,8.58货,302货,874.44,932.36,935.57,1876货,12.4货
2013/7/25,8173.19,8203.49,8140.41,8163.58,8172.66,8152.64,8067.23,7985.49,8341,8095.04,7849.08,-6715窾,-1849货,7855货,40.1货,32087货,-17.8货,284货,842.36,909.39,909.18,1877货,1.10货
2013/7/26,8188.36,8222.82,8135.73,8149.4,8173.13,8156.54,8070.73,7988.61,8345.97,8099.4,7852.83,-9634窾,-1850货,7883货,33.6货,32120货,-2.15货,282货,719.72,848.48,893.38,1873货,-3.68货
2013/7/29,8146.14,8163.89,8074.29,8084.5,8154.49,8149.38,8072.25,7990.73,8346.8,8101.82,7856.84,8278窾,-1850货,7889货,13.4货,32134货,-4.36货,278货,668.27,826.39,875.9,1869货,-4.29货
2013/7/30,8113.17,8176.74,8112.91,8163.55,8150.19,8147.97,8074.53,7993.23,8352.27,8109.21,7866.14,-2.44货,-1852货,7939货,77.7货,32212货,9.56货,287货,717.04,764.37,857.01,1869货,-708窾
2013/7/31,8163.44,8170.57,8107.6,8107.94,8145.92,8146.04,8076.59,7995.61,8344.58,8119.03,7893.49,-2.95货,-1855货,7956货,14.9货,32226货,9.11货,297货,823.37,754.15,843.26,1861货,-8.05货
2013/8/1,8110.73,8113.4,8056.22,8056.22,8125.33,8134.79,8076.84,7997.07,8330.24,8127.16,7924.08,-3.74货,-1859货,7935货,-27.2货,32199货,19.3货,316货,761.62,738,823.7,1862货,1.37货
2013/8/2,8114.51,8162.91,8087.1,8099.88,8122.25,8131.39,8078.12,7999.04,8327.39,8132.06,7936.73,2.41货,-1856货,7958货,22.0货,32221货,-33.8货,282货,867.69,767.6,808.04,1856货,-6.28货
2013/8/5,8104.2,8143.44,8075.99,8138.63,8120.02,8128.51,8079.35,8000.97,8304.21,8144.68,7985.15,-1.29货,-1858货,7966货,8.94货,32230货,16.1货,298货,731.41,780.23,803.31,1856货,1342窾
2013/8/6,8129.85,8129.85,8028.93,8038.91,8107.31,8120.04,8079.43,8002.31,8295.1,8148.06,8001.02,-2.07货,-1860货,7890货,-88.7货,32141货,4.95货,303货,836.09,804.04,784.2,1861货,5.47货
2013/8/7,7993.57,7993.57,7921.29,7921.29,8057.35,8090.47,8075.43,8001.56,8311.19,8143.54,7975.9,-5.00货,-1865货,7830货,-72.7货,32069货,-6.00货,297货,783.51,796.07,775.11,1859货,-1.98货
2013/8/8,7910.2,7932.35,7894.18,7907.67,8008.6,8057.86,8070.05,8000.07,8325.48,8129.95,7934.42,-1.86货,-1867货,7739货,-119货,31950货,-9643窾,296货,830.01,809.75,773.87,1869货,10.1货
2013/8/9,7955,7955,7853.97,7856.14,7974.08,8030.07,8064.63,7998.5,8335.92,8111.73,7887.54,1.84货,-1865货,7678货,-81.9货,31868货,-6.35货,290货,783.84,792.98,780.29,1873货,3.90货
2013/8/12,7878.22,7908.68,7862.04,7903.38,7945.41,8004.25,8058.85,7996.67,8325.73,8094.17,7862.6,1.97货,-1863货,7686货,5.01货,31873货,-10.6货,279货,646.21,775.93,778.08,1869货,-4.43货
2013/8/13,7935.79,7986.27,7935.79,7986.27,7950.62,7996.4,8055.64,7996.08,8303.4,8080.48,7857.56,8.33货,-1854货,7732货,51.3货,31924货,7.95货,287货,817.41,772.2,788.12,1863货,-5.84货
2013/8/14,7978.74,7981.56,7926.23,7951.33,7953.57,7989.68,8052.49,7995.48,8278.9,8065.09,7851.29,-1.45货,-1856货,7711货,-41.4货,31883货,-5.73货,281货,798.79,775.25,785.66,1865货,2.43货
2013/8/15,7903.01,7916.02,7850.27,7887.26,7932.09,7971.4,8047.13,7993.72,8268.17,8049.71,7831.26,-6493窾,-1857货,7670货,-70.0货,31813货,-21.8货,260货,806.3,770.51,790.13,1867货,1.94货
2013/8/16,7854.68,7949.43,7850.49,7925,7919.69,7957.49,8042.14,7992.09,8267.84,8042.86,7817.89,3.32货,-1853货,7684货,-2.52货,31810货,-5.71货,254货,771.13,767.97,780.47,1867货,-1764窾
2013/8/19,7937.45,7944.74,7888.87,7900.21,7919.07,7950.28,8038.06,7990.86,8263.86,8032.6,7801.34,-1.27货,-1854货,7659货,-40.1货,31770货,-17.9货,236货,739.42,786.61,781.27,1872货,4.62货
2013/8/20,7896.38,7924.52,7829.78,7832.65,7902.99,7935.83,8032.58,7988.88,8244.56,8013.5,7782.44,4416窾,-1854货,7651货,-22.3货,31748货,-14.0货,222货,850.85,793.3,782.75,1866货,-5.96货
2013/8/22,7779.44,7825.56,7737.33,7814.38,7865.05,7909.17,8024.6,7985.57,8225.03,7994.41,7763.79,-3.59货,-1858货,7576货,-107货,31641货,-9.82货,212货,921.09,817.76,796.5,1875货,9.14货
2013/8/23,7863.73,7895.13,7845.92,7873.31,7866.54,7901.96,8019.52,7983.66,8202.5,7979.9,7757.29,7.96货,-1850货,7585货,6.60货,31648货,13.7货,226货,737.46,803.99,787.25,1873货,-2.39货
2013/8/26,7906.52,7913.74,7874.05,7894.97,7876.8,7901.12,8015.51,7982.23,8178.36,7967.17,7755.99,4.87货,-1845货,7592货,2.97货,31651货,16.3货,242货,597.94,769.35,768.66,1874货,9467窾
2013/8/27,7875.93,7895.23,7820.84,7820.84,7868.94,7892.41,8010.19,7980.1,8167.15,7953.99,7740.84,2.58货,-1842货,7582货,-6.95货,31644货,-3.55货,239货,713.62,764.19,775.4,1870货,-3.59货
2013/8/28,7776.87,7834.11,7761.76,7824.54,7845.73,7875.48,8003.27,7977.11,8134.16,7937.04,7739.93,-4.06货,-1846货,7583货,4822窾,31644货,-1.80货,237货,634.94,721.01,757.15,1866货,-4.22货
2013/8/29,7841.99,7931.05,7841.99,7917.66,7858.21,7876.88,7999.34,7975.56,8108.43,7927.53,7746.62,-1.08货,-1847货,7643货,69.2货,31713货,-16.3货,221货,759.85,688.76,753.26,1866货,3109窾
2013/8/30,7949.99,8021.89,7936.82,8021.89,7899.69,7896.11,7998.79,7975.67,8102.4,7925.81,7749.22,-252窾,-1847货,7700货,55.7货,31769货,6.48货,227货,822.09,705.69,754.84,1864货,-2.21货
2013/9/2,8010.15,8052.71,7993.13,8038.86,7941.03,7919.31,7999.61,7976.47,8089.02,7922.76,7756.5,-3133窾,-1848货,7731货,40.7货,31810货,1.50货,229货,724.01,730.9,750.13,1867货,3.19货
2013/9/3,8095.66,8102.66,8067.62,8088.37,7990.21,7950.09,8002.52,7978.32,8074.46,7920.25,7766.03,-6.24货,-1854货,7786货,77.0货,31887货,3.64货,232货,818.08,751.79,757.99,1870货,2.48货
2013/9/4,8066.67,8094.12,8041.49,8083.44,8017.29,7972.15,8004.78,7979.86,8084.56,7922.47,7760.39,-4.17货,-1858货,7822货,47.2货,31934货,1.43货,234货,764.43,777.69,749.35,1866货,-3.97货
2013/9/5,8109.24,8169.1,8107.22,8169.1,8057.75,8002.42,8009.17,7982.48,8129.34,7934.86,7740.38,-2.00货,-1860货,7905货,99.8货,32034货,16.6货,250货,948.67,815.45,752.11,1862货,-3.84货
2013/9/6,8180.53,8182.56,8155.5,8164.2,8095.4,8033.02,8014.47,7985.6,8165.72,7947.69,7729.66,-5.31货,-1865货,7969货,72.3货,32106货,3.94货,254货,934.21,837.88,771.78,1857货,-5.16货
2013/9/9,8176.47,8192.11,8117.87,8192.11,8120.14,8057.86,8019.56,7988.64,8202.56,7964.49,7726.42,-4.86货,-1870货,8046货,110货,32216货,-15.0货,239货,857.08,864.49,797.7,1849货,-7.24货
2013/9/10,8217.21,8238.91,8155.87,8208.77,8148.49,8084.65,8025.64,7992.22,8238.47,7979.76,7721.04,9021窾,-1869货,8142货,121货,32337货,-12.4货,227货,894.38,879.75,815.77,1842货,-7.30货
2013/9/11,8174.54,8208.99,8137.07,8208.99,8159.79,8102.42,8030.78,7995.36,8268.27,7990.89,7713.52,-7.80货,-1877货,8195货,90.8货,32428货,-5.36货,221货,898.7,906.61,842.15,1842货,4358窾
2013/9/12,8180.38,8226.61,8177.03,8225.36,8173.98,8120.59,8036.41,7998.78,8299.33,8004.6,7709.86,-5832窾,-1878货,8242货,72.4货,32500货,17.3货,239货,875.69,892.01,853.73,1847货,4.51货
2013/9/13,8210.15,8228.67,8162.14,8168.2,8180.08,8133.62,8041.52,8001.98,8316.44,8018.64,7720.85,-4.39货,-1882货,8263货,34.6货,32535货,-3.01货,236货,656.37,836.44,837.16,1849货,1.82货
2013/9/14,8169.41,8176.76,8142.48,8142.48,8172.65,8138.02,8045.33,8004.56,8328.72,8029.52,7730.32,-4.13货,-1886货,8275货,15.3货,32550货,-4.21货,232货,392.94,743.62,804.05,1846货,-2.99货
2013/9/16,8189.61,8255.34,8189.61,8255.34,8189.26,8153.37,8051.14,8008.16,8355.68,8047.27,7738.87,-8136窾,-1887货,8388货,134货,32683货,2.55货,234货,769.92,718.72,799.24,1838货,-7.78货
